,Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
327,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,,
328,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,,
329,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,Traveller's Tales,E10+
330,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,Maxis,T
331,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,,
332,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,Argonaut Games,E
333,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,,
334,Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,,
335,Super Paper Mario,Wii,2007.0,Platform,Nintendo,Intelligent Systems,E
336,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,Insomniac Games,E
337,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,Ubisoft,M
338,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,EA Canada,E
339,Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,,
340,Friend Collection,DS,2009.0,Misc,Nintendo,,
341,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,Neversoft Entertainment,T
342,Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,,
343,MySims,DS,2007.0,Simulation,Electronic Arts,TOSE,E
344,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,Rockstar Leeds,E10+
345,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,,
346,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,Zipper Interactive,M
347,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,Naughty Dog,E
348,Pokemon Snap,N64,1999.0,Simulation,Nintendo,,
349,Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,Konami,E
350,Resident Evil 4,PS2,2005.0,Action,Capcom,Capcom,M
351,Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,Vicarious Visions,T
352,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,EA Sports,E
353,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,Pandemic Studios,T
354,Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,,
355,The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,Fox Interactive,T
356,Luigi's Mansion,GC,2001.0,Action,Nintendo,Nintendo,E
357,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,EA DICE,M
358,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,Pandemic Studios,T
359,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,Ubisoft,E10+
360,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,Office Create,E
361,WWF SmackDown!,PS,2000.0,Fighting,THQ,,
362,Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,,
363,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,Rockstar Leeds,M
364,The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,Team Soho,M
365,Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,,
366,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,EA Redwood Shores,T
367,LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,,
368,Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,,
369,FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,EA Sports,E
370,Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,,
371,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,Certain Affinity,M
372,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,,
373,Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,"Ubisoft, Ubisoft Montreal",M
374,Kung Fu,NES,1985.0,Action,Nintendo,,
375,Resident Evil 5,X360,2009.0,Action,Capcom,Capcom,M
376,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,Ubisoft Montreal,M
377,FIFA Soccer 2004,PS2,,Sports,Electronic Arts,EA Canada,E
378,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,EA DICE,M
379,Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,Rocksteady Studios,T
380,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,EA DICE,M
381,Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,EA DICE,M
382,Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,,
383,Guitar Hero: On Tour,DS,2008.0,Misc,Activision,Vicarious Visions,E10+
384,Clubhouse Games,DS,2006.0,Misc,Nintendo,Agenda,E
385,Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,,
386,Borderlands,X360,2009.0,Shooter,Take-Two Interactive,Gearbox Software,M
387,Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,Namco,T
388,Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,,
389,Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,DMA Design,T
390,Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,"Kojima Productions, Moby Dick Studio",M
391,Spider-Man 2,PS2,2004.0,Action,Activision,Treyarch,T
392,F-1 Race,GB,1990.0,Racing,Nintendo,,
393,FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,EA Canada,E
394,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,Media Molecule,E
395,Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,E
396,Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,Ubisoft Quebec,M
397,LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,E10+
398,Destiny,XOne,2014.0,Shooter,Activision,"Bungie Software, Bungie",T
399,WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,,
400,The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,,
401,Far Cry 3,PS3,2012.0,Shooter,Ubisoft,Ubisoft Montreal,M
402,Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,,
403,English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo,,
404,James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,Eurocom Entertainment Software,T
405,Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,,
406,Monster Hunter X,3DS,2015.0,Action,Capcom,,
407,Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,Double Helix Games,T
408,The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,Nintendo,E10+
409,Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,Rockstar Toronto,M
410,Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,Ubisoft,M
411,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,EA Games,T
412,Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,Nintendo,,
413,Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,"Splash Damage, The Coalition",M
414,True Crime: Streets of LA,PS2,2003.0,Action,Activision,"Luxoflux, Inc.",M
415,Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,Level 5,E10+
416,Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,,
417,FIFA 16,XOne,2015.0,Sports,Electronic Arts,EA Sports,E
418,Wii Music,Wii,2008.0,Misc,Nintendo,Nintendo,E
419,Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,,
420,Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,EA Sports,E
421,Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,Polyphony Digital,E
422,Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,343 Industries,M
423,007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,,
424,Super Mario Maker,WiiU,2015.0,Platform,Nintendo,Nintendo,E
425,WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,,
426,Baseball,NES,1983.0,Sports,Nintendo,,
427,Killer Instinct,SNES,1995.0,Fighting,Nintendo,,
428,Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,,
429,God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,Ready at Dawn,M
430,Enter the Matrix,PS2,2003.0,Action,Atari,Shiny Entertainment,T
431,Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,Square Enix,T
432,Dance Central,X360,2010.0,Misc,MTV Games,Harmonix Music Systems,T
433,L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,Team Bondi,M
434,Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,Namco,E
435,Animal Crossing,GC,2001.0,Simulation,Nintendo,Nintendo,E
436,FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,EA Canada,E
437,Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1st Playable Productions,E
438,Spider-Man,PS,2000.0,Action,Activision,Neversoft Entertainment,E
439,Mario Party 9,Wii,2012.0,Misc,Nintendo,Nd Cube,E
440,Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,EA Canada,E
441,Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,,
442,Sonic Rush,DS,2005.0,Platform,Sega,"Dimps Corporation, Sonic Team",E
443,Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,,
444,Rhythm Heaven,DS,2008.0,Misc,Nintendo,Nintendo,E
445,Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,Obsidian Entertainment,M
446,Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,Indies Zero,E
447,The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,4J Studios,M
448,The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,Nintendo,E
449,Resident Evil 6,PS3,2012.0,Shooter,Capcom,Capcom,M
450,Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,BioWare,M
451,Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,Dimps Corporation,T
452,Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,EA Sports,E
453,World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,,
454,Donkey Kong,GB,1994.0,Platform,Nintendo,,
455,The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,Maxis,T
456,LEGO Batman: The Videogame,Wii,,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,E10+
457,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,Nintendo,E
458,The Sims 4,PC,2014.0,Simulation,Electronic Arts,Maxis,T
459,Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,Gearbox Software,M
460,LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,TT Fusion,E10+
461,Kung Fu Panda,X360,2008.0,Action,Activision,"Luxoflux, Inc.",E10+
462,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,BioWare,M
463,Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,Quantic Dream,M
464,Rayman,PS,1995.0,Platform,Ubisoft,,
465,Saints Row 2,X360,2008.0,Action,THQ,Volition Inc.,M
466,Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,Ubisoft Montreal,T
467,Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,,
468,WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,,
469,FIFA 14,PS4,2013.0,Sports,Electronic Arts,EA Canada,E
470,Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,Guerrilla,M
471,Far Cry 3,X360,2012.0,Shooter,Ubisoft,Ubisoft Montreal,M
472,Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,Junction Point,E
473,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,Visual Concepts,E
474,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,"Spike, Namco Bandai Games",T
475,wwe Smackdown vs. Raw 2006,PS2,,Fighting,,,
476,Star Fox,SNES,1993.0,Shooter,Nintendo,,
477,The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,Maxis,T
478,World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,KCET,E
479,Devil May Cry,PS2,2001.0,Action,Capcom,Capcom,M
480,Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,"LucasArts, BioWare",T
481,Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,Monolith Productions,M
482,Sonic Heroes,PS2,2003.0,Platform,Sega,Sonic Team,E
483,Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,Io Interactive,M
484,Titanfall,XOne,2014.0,Shooter,Electronic Arts,Respawn Entertainment,M
485,Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,EA DICE,M
486,Wave Race 64,N64,1996.0,Racing,Nintendo,,
487,SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,Zipper Interactive,M
488,WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,,
489,Pac-Man Collection,GBA,2001.0,Puzzle,Atari,Mass Media,E
490,Street Fighter IV,X360,2009.0,Fighting,Capcom,Capcom,T
491,inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,Sucker Punch,T
492,Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,HAL Labs,E
493,Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,Infinity Ward,M
494,FIFA 15,X360,2014.0,Sports,Electronic Arts,EA Sports,E
495,Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,Nintendo,,
496,Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,BioWare,M
497,Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,Sonic Team,E
498,World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,KCET,E
499,Sega Superstars Tennis,X360,2008.0,Sports,Sega,Sumo Digital,E10+
500,Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,Clap Hanz,E
501,Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,OfficeCreate,E
502,Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,Spark Unlimited,T
503,WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,Intelligent Systems,E10+
504,Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,,
505,Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,Ubisoft,E
506,Colin McRae Rally,PS,1998.0,Racing,Codemasters,,
507,Madden NFL 13,X360,2012.0,Sports,Electronic Arts,EA Tiburon,E
508,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,Bethesda Softworks,T
509,Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,Ubisoft,M
510,Command & Conquer: Red Alert,PC,1996.0,Strategy,Virgin Interactive,,
511,F-Zero,SNES,1990.0,Racing,Nintendo,,
512,Yoshi's Story,N64,1997.0,Platform,Nintendo,,
513,Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
514,Madden NFL 10,X360,2009.0,Sports,Electronic Arts,EA Tiburon,E
515,WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,THQ,,
516,BioShock,X360,2007.0,Shooter,Take-Two Interactive,"Irrational Games, 2K Marin",M
517,Metroid Prime,GC,2002.0,Shooter,Nintendo,Retro Studios,T
518,Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,Ubisoft Montreal,M
519,Finding Nemo,GBA,2003.0,Action,THQ,Vicarious Visions,E
520,Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,"Majesco Games, Majesco",T
521,Myst,PC,1994.0,Adventure,Red Orb,,
522,Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,"EA DICE, Danger Close",M
523,Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,,
524,Imagine: Fashion Designer,DS,2007.0,Simulation,Ubisoft,Virtual Toys,E
525,WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,THQ,,
526,Hot Shots Golf,PS,1997.0,Sports,Sony Computer Entertainment,,
527,A Bug's Life,PS,1998.0,Platform,Sony Computer Entertainment,,
528,WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,THQ,,
529,inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,Sucker Punch,T
530,Dragon Quest V: Tenkuu no Hanayome,SNES,1992.0,Role-Playing,Enix Corporation,,
531,Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,,
532,Monster Hunter Tri,3DS,2011.0,Role-Playing,Nintendo,,
533,NBA Street,PS2,2001.0,Sports,Electronic Arts,NuFX,E
534,Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,Naughty Dog,T
535,Ratchet & Clank: Going Commando,PS2,2003.0,Platform,Sony Computer Entertainment,,
536,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,Criterion Games,E10+
537,Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,Toys for Bob,E10+
538,Battlefield 3,PC,2011.0,Shooter,Electronic Arts,EA DICE,M
539,Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
540,The Sims,PS2,2003.0,Simulation,Electronic Arts,Edge of Reality,T
541,Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,Guerrilla,M
542,Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,LucasArts,T
543,Minecraft,XOne,2014.0,Misc,Microsoft Game Studios,,
544,Yoshi's Island DS,DS,2006.0,Platform,Nintendo,Artoon,E
545,Saints Row: The Third,X360,2011.0,Action,THQ,Volition Inc.,M
546,Missile Command,2600,1980.0,Shooter,Atari,,
547,Mario Paint,SNES,1992.0,Misc,Nintendo,,
548,Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,Namco Bandai Games,T
549,Pokémon Stadium 2,N64,2000.0,Strategy,Nintendo,,
550,Metroid,NES,1986.0,Action,Nintendo,,
551,Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,Sonic Team,E
552,FIFA 16,PS3,2015.0,Sports,Electronic Arts,EA Sports,E
553,The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,Capcom,E
554,Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,Capcom,M
555,Mario Party,N64,1998.0,Misc,Nintendo,,
556,L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,Team Bondi,M
557,Call of Duty 3,X360,2006.0,Shooter,Activision,Treyarch,T
558,Madden NFL 12,X360,2011.0,Sports,Electronic Arts,EA Tiburon,E
559,LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,Traveller's Tales,E10+
560,Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,Guerrilla,M
561,Madden NFL 11,X360,2010.0,Sports,Electronic Arts,EA Tiburon,E
562,Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,Criterion Games,T
563,Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,Level 5,,
564,Mortal Kombat,GEN,1992.0,Fighting,Arena Entertainment,,
565,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,Nintendo,E
566,Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,Level 5,E10+
567,Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,Treyarch,T
568,Medal of Honor,PS,1998.0,Shooter,Electronic Arts,Dreamworks Interactive,T
569,Fable,XB,2004.0,Role-Playing,Microsoft Game Studios,Big Blue Box,M
570,Guitar Hero: World Tour,X360,2008.0,Misc,Activision,Neversoft Entertainment,T
571,FIFA 17,XOne,2016.0,Sports,Electronic Arts,"EA Sports, EA Vancouver",E
572,Hannah Montana,DS,2006.0,Action,Disney Interactive Studios,DC Studios,E
573,Tom Clancy's Splinter Cell,PS2,2003.0,Action,Ubisoft,Ubisoft Shanghai,T
574,Super Mario Bros.: The Lost Levels,NES,1986.0,Platform,Nintendo,,
575,Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,Slightly Mad Studios,E
576,Star Wars: Shadows of the Empire,N64,1996.0,Action,Nintendo,,
577,Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,Team Fusion,T
578,Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,Square Enix,T
579,Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,Angel Studios,T
580,Skate 3,X360,2010.0,Sports,Electronic Arts,EA Black Box,T
581,ESPN NFL 2K5,PS2,2004.0,Sports,Sega,Visual Concepts,E
582,Halo Wars,X360,2009.0,Strategy,Microsoft Game Studios,Ensemble Studios,T
583,NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,Visual Concepts,E
584,Pac-Man: Adventures in Time,PSP,2006.0,Fighting,Sony Computer Entertainment,,
585,FIFA Soccer 10,X360,2009.0,Sports,Electronic Arts,EA Sports,E
586,Medal of Honor,X360,2010.0,Shooter,Electronic Arts,"Dice, Danger Close",M
587,Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,Electronic Arts,E
588,Streets of Rage,GEN,1990.0,Action,Sega,,
589,God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,Bluepoint Games,M
590,NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,EA Canada,E
591,Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,Next Level Games,E10+
592,FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,EA Canada,E
593,Style Savvy,DS,2008.0,Simulation,Nintendo,syn Sophia,E
594,WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,THQ,Yuke's,T
595,LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,Traveller's Tales,E10+
596,Ratchet & Clank: Up Your Arsenal,PS2,2004.0,Platform,Sony Computer Entertainment,,
597,Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,EA Tiburon,E
598,Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,Capcom,T
599,Ratchet & Clank Future: Tools of Destruction,PS3,2007.0,Platform,Sony Computer Entertainment,,
600,Super Mario All-Stars: Limited Edition,Wii,2010.0,Platform,Nintendo,,
601,Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,Sonic Team,E
602,Dragon Warrior II,NES,1987.0,Role-Playing,Enix Corporation,,
603,Ghostbusters: The Video Game (DS Version),X360,2009.0,Action,Take-Two Interactive,,
604,Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,EA Tiburon,E
605,Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,BioWare,M
606,Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,Genius Sonority Inc.,E
607,LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,"SCE/WWS, Media Molecule",E10+
608,Madden NFL 09,X360,2008.0,Sports,Electronic Arts,EA Tiburon,E
609,Space Invaders,2600,,Shooter,Atari,,
610,Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,T
611,Art Academy,DS,2010.0,Misc,Nintendo,Headstrong Games,E
612,NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,Visual Concepts,E
613,Perfect Dark,N64,2000.0,Action,Nintendo,,
614,Skylanders Giants,Wii,2012.0,Action,Activision,Toys for Bob,E10+
615,Dragon Warrior,NES,1986.0,Role-Playing,Capcom,,
616,Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,CAProduction,E
617,PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,Konami Digital Entertainment,,
618,Mario Party 2,N64,1999.0,Misc,Nintendo,,
619,Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,Raven Software,T
620,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003.0,Action,Take-Two Interactive,,
621,Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,Midway,M
622,Game Party,Wii,2007.0,Misc,Midway Games,Midway,E
623,Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,From Software,M
624,Tomb Raider: The Last Revelation,PS,1998.0,Action,Eidos Interactive,,
625,Mario Party 4,GC,2002.0,Misc,Nintendo,Hudson,E
626,Pure,X360,2008.0,Racing,Disney Interactive Studios,Black Rock Studio,E
